state,acfrs_original_name,id,year,category,total_liabilities,bonds_outstanding,current_liabilities,leases,loans_outstanding,notes_outstanding,net_pension_liability,net_pension_assets,net_opeb_liability,net_opeb_assets,compensated_absences,charges_for_services,operating_grants,capital_grants,general_revenue,change_in_net_position,expenses,total_operating_revenues,non_operating_revenues,capital_contributions,revenues,name
GA,School District Northwest Georgia Resa,189236,2020,School District,0,0,0,37700,0,0,0,0,0,0,0,0,0,0,8693778,-145710,8839488,0,0,0,8693778,northwest georgia resa
GA,School District Okefenokee Resa,189239,2020,School District,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4070077,121509,3948568,0,0,0,4070077,okefenokee resa
MI,Charlevoix-Emmet Intermediate School District,161477,2020,School District,48873243,0,2894081,0,0,0,37682389,0,8248911,0,47862,2355380,12019693,0,22560230,-11367,36946670,0,0,0,36935303,charlevoix emmet intermediate
MI,Cheboygan-Otsego-Presque Isle Educational Service District,161483,2020,School District,28553501,0,4040151,0,0,0,20094318,0,4334980,0,0,1757134,2482155,0,13660348,1013020,16886617,0,0,0,17899637,cheboygan otsego presque isle
MI,Bath Community Schools,161491,2020,School District,50010564,20219123,1420789,0,0,755152,22379389,0,4760036,0,366075,301868,2449548,0,11752413,-1156159,15659988,0,0,0,14503829,bath community schools
MI,Clinton County Regional Educational Service Agency,161492,2020,School District,39853953,0,3827511,0,0,0,29294739,0,6492748,0,238955,3588032,14812930,0,11803018,801005,29402975,0,0,0,30203980,clinton county regional educational service agency
MI,Delta-Schoolcraft Intermediate School District,161499,2020,School District,26930283,0,2941272,0,0,0,19169185,0,4129768,0,690058,921683,4957665,0,8028813,-917348,14825509,0,0,0,13908161,delta schoolcraft intermediate
MI,Posen Consolidated School District No. 9,161488,2020,School District,5976651,523115,243753,0,0,49656,4240009,0,920118,0,0,35601,635714,0,2008584,-99431,2779330,0,0,0,2679899,posen consolidated 9
MI,Bark River-Harris School District,161498,2020,School District,22374772,4250000,848105,97002,0,0,13643945,0,2992961,0,542759,100388,2093137,0,5883227,-776495,8853247,0,0,0,8076752,bark river harris
MI,Dickinson-Iron Intermediate School District,161502,2020,School District,23828908,0,1588129,0,0,0,18116808,0,3940213,0,96758,1315529,5129994,0,8485788,-425958,15357269,0,0,0,14931311,dickinson iron intermediate
IL,Community Unit School District No. 20,189368,2020,School District,5280064,5280000,64,0,0,0,507621,1380102,0,0,0,0,0,0,16200527,256735,15943792,0,0,0,16200527,20
MI,Eaton Regional Education Service Agency,161507,2020,School District,54047507,3232503,5897977,0,0,0,36821509,0,8079209,0,16309,11389004,18162536,0,12854618,-2676845,45083003,0,0,0,42406158,eaton regional education service agency
MI,Genesee School District #6,161517,2020,School District,25684811,7653586,832520,0,0,2749696,11800968,0,2532008,0,116033,150573,2100124,0,5960293,277868,7933122,0,0,0,8210990,genesee 6
MI,Flex High School of Michigan,161513,2020,School District,447390,0,447390,0,0,0,0,0,0,0,0,0,95277,0,1290206,0,1385483,0,0,0,1385483,flex high school of michigan
NY,Springville-Griffith Institute Central School District,36176,2020,School District,58211365,45567065,3241403,0,0,2395517,3087020,0,2468122,0,1452238,206965,1620853,0,38694481,-1366001,41888300,0,0,0,40522299,springville griffith institute central
MI,Oneida Township School District #3,161526,2020,School District,365217,0,19948,0,0,0,271043,0,69236,0,4990,0,41163,0,191384,-17142,249689,0,0,0,232547,oneida township 3
MI,Flextech High School Shepherd,161531,2020,School District,133666,0,133666,0,0,0,0,0,0,0,0,0,23391,0,659638,6811,676218,0,0,0,683029,flextech high school shepherd
MI,Gogebic-Ontonagon Intermediate School District,161533,2020,School District,13131853,0,1077293,0,0,0,9735593,0,2117775,0,141192,6773562,0,0,4183317,70186,10886693,0,0,0,10956879,gogebic ontonagon intermediate
MI,Gratiot-Isabella Regional Education Service District,161534,2020,School District,56261048,0,6118666,0,0,0,41004008,0,8997968,0,140406,4072353,15636916,0,17219907,-1630172,38559348,3103966,0,0,36929176,gratiot isabella regional education service district
MI,"Coon School, Berlin Township School District #3",161539,2020,School District,353346,0,31451,0,0,0,263069,0,58826,0,0,0,35518,0,129257,-1193,165968,0,0,0,164775,"coon school, berlin township 3"
MI,School District of the City of East Lansing,161558,2020,School District,217511190,120545944,10659475,0,0,0,70097391,0,15315292,0,893088,490679,8310320,0,44455272,-1278731,54535002,0,0,0,53256271,of the city of east lansing
MI,Big Burning School,161547,2020,School District,458075,0,10837,0,0,0,364488,0,78128,0,4622,0,23314,0,206452,882,228884,0,0,0,229766,big burning school
MI,Chatfield School,161564,2020,School District,1361291,0,347635,0,0,1013656,0,0,0,0,0,261644,415180,0,3848186,-44438,4569448,0,0,0,4525010,chatfield school
MI,Francis Street Primary School,161568,2020,School District,253002,0,142335,0,110667,0,0,0,0,0,0,0,24732,0,429038,-56545,510315,0,0,0,453770,francis street primary school
MI,Flextech High School,161584,2020,School District,4256206,4064092,155743,0,0,36371,0,0,0,0,0,0,289661,0,1978395,-20349,2288405,0,0,0,2268056,flextech high school
MI,Ingham Intermediate School District,161586,2020,School District,130980918,1002000,18671025,0,0,0,90399433,0,19874047,0,1034413,11527568,25417540,0,78472391,-5228432,120645931,0,0,0,115417499,ingham intermediate
MI,Ionia County Intermediate School District,161587,2020,School District,64542324,2064250,4443952,47032,0,0,47376791,0,10164257,0,446042,70029,16987242,0,11266569,625057,27698783,0,0,0,28323840,ionia county intermediate
MI,Iosco Regional Educational Service Agency,161589,2020,School District,19891212,765000,4197949,0,0,0,11962352,0,2681143,0,284768,1999947,6262488,0,2637152,-215708,11115295,0,0,0,10899587,iosco regional educational service agency
MI,"North LeValley School, Ionia Township School District #2F",161588,2020,School District,313060,0,25443,0,0,0,235224,0,52393,0,0,0,62348,0,140148,10281,192215,0,0,0,202496,"north levalley school, ionia township 2f"
MI,Huron Intermediate School District,161585,2020,School District,37010955,2565000,3617482,0,0,0,25057714,0,5531664,0,239095,559857,1583042,0,18929765,628839,20443825,0,0,0,21072664,huron intermediate
MI,Lenawee Intermediate School District,161607,2020,School District,87139362,0,9971141,0,0,0,63167317,0,13807151,0,193753,404021,19009717,0,29685476,-2546986,51646200,0,0,0,49099214,lenawee intermediate
MI,Lewis Cass Intermediate School District,161609,2020,School District,26507677,0,2224833,39744,0,0,19684632,0,4330943,0,227525,720543,8330905,0,5035862,54130,14033180,0,0,0,14087310,lewis cass intermediate
MI,Lake Shore Public Schools,161603,2020,School District,154550574,42865918,4690697,0,695743,0,86253591,0,18473303,0,1306322,2527822,12938080,0,32256567,-5667240,53389709,0,0,0,47722469,lake shore
MI,Lakeview Public Schools,161604,2020,School District,145366044,30830431,7944072,38323,0,3128714,84465704,0,18437987,0,520813,1490684,10018184,0,41139870,-3231459,55880197,0,0,0,52648738,lakeview
MI,Manistee Intermediate School District,161619,2020,School District,15601201,325000,1788592,0,0,0,11006288,0,2360329,0,120992,960737,2026351,0,4878466,-285680,8151234,0,0,0,7865554,manistee intermediate
MI,Livingston Educational Service Agency,161614,2020,School District,118561057,1984940,4227409,0,0,0,91988946,0,20160596,0,199166,961225,36271761,0,29347242,-5518917,72099145,0,0,0,66580228,livingston educational service agency
MI,Agbu Alex-Marie Manoogian School,161622,2020,School District,8314243,0,506968,0,0,0,6410451,0,1396824,0,0,0,187092,0,3694117,5184,3876025,0,0,0,3881209,agbu alex marie manoogian school
MI,Brandon School District,161624,2020,School District,159164381,91946017,3441257,367033,8507534,0,42767780,0,8904976,0,502784,597883,7199567,0,26407813,1173639,33031624,0,0,0,34205263,brandon
LA,City of Bogalusa School Board,189776,2020,School District,62795636,6000000,1672987,0,0,0,21185572,0,33115330,0,821747,9423,5863106,0,23628728,1140194,28361063,0,0,0,29501257,city of bogalusa school board
IN,Community School Corporation of Southern Hancock County,49226,2020,School District,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49604963,-1048954,50653917,0,0,0,49604963,community school corporation of southern hancock county
VT,Grand Isle Supervisory Union,39374,2020,School District,1306408,0,1018289,0,0,0,238119,0,0,0,50000,3446845,3655549,0,36222,467422,6671194,0,0,0,7138616,grand isle supervisory union
NE,Burt County School District No. 1,108716,2020,School District,0,9900000,0,1885000,0,0,2025365,0,0,0,0,81643,295815,0,17992590,7287771,11082277,0,0,0,18370048,burt 1
NE,Scribner Snyder Community School,109600,2020,School District,0,0,0,0,0,0,1064326,0,0,0,0,90579,318685,0,3908068,42864,4274468,0,0,0,4317332,scribner snyder community school
MN,Independent School District No. 118-Northland Community Schools,64937,2020,School District,29163188,1158689,944348,123249,0,0,3710373,0,1082885,0,0,331894,2527208,0,6177554,-386759,9423415,0,0,0,9036656,118 northland community schools
NE,Bancroft Rosalie Community School,108755,2020,School District,0,620473,0,0,0,0,0,0,0,0,0,63562,837903,0,3984058,552438,4333085,0,0,0,4885523,bancroft rosalie community school
NE,Fort Calhoun Community School,109124,2020,School District,0,12855000,0,3530819,0,0,2311881,0,0,0,0,170146,457180,0,13964368,2993147,11598547,0,0,0,14591694,fort calhoun community school
NE,Osmond Community Schools,109388,2020,School District,0,757112,0,0,0,0,944525,0,0,0,0,54059,443697,0,3598358,439212,3656902,0,0,0,4096114,osmond community schools
NE,Washington County School District No. 1,35503,2020,School District,0,23340000,0,76286,0,0,0,0,0,0,0,598683,1888162,0,32549717,1809883,33226679,0,0,0,35036562,washington 1
NM,"Ch'ooshgai Community School Board of Education, Inc",82134,2020,School District,352661,0,352661,0,0,0,0,0,0,0,0,18274,2802899,267662,5997126,-1022066,10108027,0,0,0,9085961,"chooshgai community school , inc"
NM,To'hajiilee Community School Board of Education Inc,82172,2020,School District,5910088,0,5707377,202711,0,0,0,0,0,0,0,15451,5838053,153267,16474,-96689,6119934,0,0,0,6023245,tohajiilee community school inc
NM,Hanáádlí Community School Dormitory Inc,91162,2020,School District,41184,0,25419,0,0,0,0,0,0,0,15765,26188,861515,0,1632557,597082,1923178,0,0,0,2520260,hanáádlí community school dormitory inc
OH,Clay Avenue Community School,53699,2020,School District,178621,0,178621,0,0,0,3812305,0,455911,206213,0,0,1174827,0,7521753,3858664,4837916,0,0,0,8696580,clay avenue community school
AZ,Naatsis'aan Community School Inc,46736,2020,School District,223045,0,80541,0,0,0,0,0,0,0,0,97041,1854535,49779,1492287,275558,3218084,0,0,0,3493642,naatsisaan community school inc
MI,Black River Public School,161627,2020,School District,5742720,0,824785,15756,270672,4631507,0,0,0,0,0,157301,1839701,268,7325258,-178747,9501275,0,0,0,9322528,black river public school
MA,Hoosac Valley Regional School District,189852,2020,School District,68494253,9330000,1348210,0,0,0,6623793,0,50905898,0,286352,312132,5742575,0,19101180,-3344555,28500442,0,0,0,25155887,hoosac valley regional
MD,Prince George’s County Public Schools,189873,2020,School District,3459634368,0,261451174,81831555,0,0,186890787,0,2858119000,0,71341852,12900191,303068129,85005275,2004597806,-59522049,2465093450,0,0,0,2405571401,prince george’s county
MI,Branch Line School,161644,2020,School District,84637,0,84637,0,0,0,0,0,0,0,0,0,175297,0,1154226,103559,1225964,0,0,0,1329523,branch line school
MI,Dearborn Heights School District 7,189952,2020,School District,66278419,2860681,3312011,310984,0,3000000,46464557,0,9902929,0,427257,181184,6724456,0,23875348,655589,30125399,0,0,0,30780988,dearborn heights 7
MI,Muskegon Area Intermediate School District,189979,2020,School District,96981497,0,14860627,0,0,3880,66517377,0,14902448,0,697165,8621666,28109619,0,33197705,-5782851,75711841,0,0,0,69928990,muskegon area intermediate
MI,University Prep Art and Design,190004,2020,School District,1432406,0,1432406,0,0,0,0,0,0,0,0,0,1503337,0,12008631,301313,13210655,0,0,0,13511968,university prep art and design
MI,Clarenceville School District of Oakland and Wayne Counties,161664,2020,School District,51901883,0,3615237,0,0,0,39358425,0,8452398,0,475823,556792,6985518,0,16550923,-416783,24510016,0,0,0,24093233,clarenceville of oakland and wayne counties
MO,Barton County R-1 School District,190080,2020,School District,0,7465000,0,0,0,0,10144413,0,0,0,0,1723217,2393461,0,10356689,-7394539,21867906,0,0,0,14473367,barton county r 1
MT,Bitterroot Special Education Cooperative,190128,2020,School District,3173560,0,35275,0,0,0,2934821,0,51464,0,152000,155009,2997931,0,647974,-116584,3917498,0,0,0,3800914,bitterroot special education cooperative
MT,Brockton School District 55 & 55F,190131,2020,School District,2441321,0,82659,0,0,0,2175804,0,162943,0,19915,27525,575066,0,3261980,-100654,3965225,0,0,0,3864571,brockton 55 & 55f
MI,Dr. Joseph F. Pollack Academic Center of Excellence,161686,2020,School District,8435368,7815000,587567,26531,0,0,0,0,0,0,6270,0,1390063,0,6034768,-438957,7863788,0,0,0,7424831,dr joseph f pollack academic center of excellence
NC,Sallie B Howard School,190199,2020,School District,8002952,7884166,118786,0,0,0,0,0,0,0,0,64966,1545807,0,9033336,1672698,8971411,64966,752187,0,10644109,sallie b howard school
MI,Highland Park City Schools,161720,2020,School District,12495300,1910000,4535300,0,6050000,0,0,0,0,0,0,0,0,0,2148928,1012198,1136730,0,0,0,2148928,highland park city schools
MI,School District of the City of Hazel Park,161717,2020,School District,152293485,55740000,6603823,0,0,5000000,69052031,0,14418518,0,1347113,516687,25685103,0,30898226,9321609,47778407,0,0,0,57100016,of the city of hazel park
MI,The School District of the City of Harper Woods,161715,2020,School District,89914609,34744324,5284851,0,2174154,318372,37166296,0,8582028,0,232584,117122,6224050,0,27377259,-3022973,36741404,0,0,0,33718431,the of the city of harper woods
NE,Deshler School District No. 60,190249,2020,School District,0,0,0,0,0,0,1123072,0,0,0,0,122746,697817,0,4234932,251559,4803937,0,0,0,5055496,deshler 60
NE,Kenesaw School District No. 3R,190300,2020,School District,0,2065000,0,0,0,0,1025377,0,0,0,0,135469,571850,0,4918141,-208509,5833968,0,0,0,5625460,kenesaw 3r
NE,High Plains School District No. 75,190292,2020,School District,0,0,0,0,0,0,1372233,0,0,0,0,90773,504779,0,6048772,628908,6015416,0,0,0,6644324,high plains 75
NE,Lakeview Community School District No. 5,190302,2020,School District,0,10295000,0,138819,0,0,0,0,0,0,0,322123,1349174,0,19125817,5139459,15657655,0,0,0,20797114,lakeview 5
NE,Homer Community School District No. 31 R,190293,2020,School District,0,0,0,0,0,0,1868159,0,0,0,0,91689,632406,0,5767244,549132,5942207,0,0,0,6491339,homer 31 r
NE,Southern Valley Public Schools District No. 540,190371,2020,School District,0,4800000,0,0,0,111000,0,0,0,0,0,73563,552218,0,7803881,-712998,9142660,0,0,0,8429662,southern valley 540
MI,Livonia Public Schools,161749,2020,School District,671215623,198859449,25205681,0,0,0,365547134,0,78751350,0,2852009,5385362,65269293,0,139887388,-9212530,219754573,20570421,0,0,210542043,livonia
MI,Memphis Community Schools,161763,2020,School District,31986172,10681194,917344,0,0,0,16077257,0,3391785,0,278272,454060,1812566,0,8229243,-41512,10537381,0,0,0,10495869,memphis community schools
MI,Menominee County Intermediate School District,161765,2020,School District,12364576,0,1509722,0,0,0,8916933,0,1834887,0,103034,140755,4415938,0,1935329,-103596,6595618,0,0,0,6492022,menominee county intermediate
MI,Mcbain Rural Agricultural Schools,161760,2020,School District,26059625,735000,1030313,0,0,0,19927043,0,4254526,0,112743,146706,1278362,0,10172527,-1359279,12956874,0,0,0,11597595,mcbain rural agricultural schools
MI,Mecosta-Osceola Intermediate School District,161761,2020,School District,53275390,0,3761384,111351,0,0,40041496,0,8728681,0,632478,734090,11608855,0,13271317,-2644327,28258589,0,0,0,25614262,mecosta osceola intermediate
MI,Public Schools of the City of Muskegon,161785,2020,School District,109849804,3922326,10568696,0,0,0,78075077,0,16771329,0,472376,373170,21320886,0,34375024,3584269,52484811,0,0,0,56069080,of the city of muskegon
