"","state","acfrs_original_name","id","NCES District ID","nces_original_name","student"
"371","CA","Porterville Unified School District",146527,"0600064","Porterville Unified",14514
"372","TX","Eagle Pass Independent School District",39093,"4817730","EAGLE PASS ISD",14500
"373","TX","Donna Independent School District",42798,"4817390","DONNA ISD",14400
"374","CA","Paramount Unified School District",146491,"0629850","Paramount Unified",14336
"375","GA","Barrow County Board of Education",105250,"1300290","Barrow County",14272
"376","TX","Grapevine-Colleyville Independent School District",42252,"4821660","GRAPEVINE-COLLEYVILLE ISD",14234
"377","SC","Lancaster County School District",38349,"4502580","Lancaster 01",14208
"378","GA","Walton County School District",44544,"1305390","Walton County",14208
"379","OK","Midwest City-Del City Public Schools",197309,"4019950","MIDWEST CITY-DEL CITY",14207
"380","TX","Wichita Falls Independent School District",43247,"4845780","WICHITA FALLS ISD",14091
"381","CA","Turlock Unified School District",146723,"0600158","Turlock Unified",14021
"382","VA","Roanoke County Public Schools",197668,"5103330","ROANOKE CO PBLC SCHS",13999
"383","MI","Livonia Public Schools",161749,"2621840","Livonia Public Schools School District",13959
"384","NJ","Woodbridge Township School District",197076,"3418120","Woodbridge Township School District",13949
"385","TX","College Station Independent School District",38842,"4807350","COLLEGE STATION ISD",13936
"386","GA","Dougherty County Board of Education",189203,"1301830","Dougherty County",13882
"387","GA","School District Dougherty County",196513,"1301830","Dougherty County",13882
"388","TX","Southwest Independent School District",38826,"4840950","SOUTHWEST ISD",13864
"389","TX","Victoria Independent School District",39229,"4844150","VICTORIA ISD",13846
"390","CA","Walnut Valley Unified School District",146754,"0641280","Walnut Valley Unified",13798
"391","CA","Natomas Unified School District",146422,"0600036","Natomas Unified",13767
"392","CA","Livermore Valley Joint Unified School District",146318,"0622110","Livermore Valley Joint Unified",13722
"393","TX","Harlandale Independent School District",38816,"4822470","HARLANDALE ISD",13666
"394","CA","Fullerton Joint Union High School District",146157,"0614760","Fullerton Joint Union High",13630
"395","CA","Santa Barbara Unified School District",146619,"0601414","Santa Barbara Unified",13490
"396","PA","Bethlehem Area School District",38106,"4203570","Bethlehem Area SD",13424
"397","GA","Bartow County Board of Education",70741,"1300330","Bartow County",13421
"398","NC","Craven County Board of Education",36537,"3703310","Craven County Schools",13410
"399","ID","Bonneville Joint School District 93",32712,"1600930","BONNEVILLE JOINT DISTRICT",13382
"400","MI","Walled Lake Consolidated School District",169619,"2635160","Walled Lake Consolidated Schools",13360
"401","KY","Bullitt County School District",33629,"2100750","Bullitt County",13330
"402","AK","Fairbanks North Star Borough School District",40268,"0200600","Fairbanks North Star Borough School District",13319
"403","CA","Apple Valley Unified School District",145898,"0600017","Apple Valley Unified",13303
"404","GA","Clarke County Board of Education",105269,"1301170","Clarke County",13298
"405","TX","Magnolia Independent School District",39106,"4828740","MAGNOLIA ISD",13290
"406","GA","Glynn County Board of Education",189210,"1302400","Glynn County",13287
"407","GA","School District Glynn County",196517,"1302400","Glynn County",13287
"408","NH","Manchester School District",46958,"3304590","Manchester School District",13255
"409","CA","Lynwood Unified School District",146342,"0623160","Lynwood Unified",13245
"410","TX","Coppell Independent School District",38891,"4815210","COPPELL ISD",13218
"411","CA","San Dieguito Union High School District",146594,"0634380","San Dieguito Union High",13177
"412","SC","Anderson County School District 3",38319,"4500900","Anderson 05",13145
"413","SC","Anderson County School District 4",38318,"4500900","Anderson 05",13145
"414","MI","Troy School District",34592,"2634260","Troy School District",13140
"415","PA","Downingtown Area School District",37932,"4207710","Downingtown Area SD",13079
"416","CA","Rowland Unified School District",146580,"0633750","Rowland Unified",13071
"417","NM","Santa Fe Public Schools",35953,"3502370","SANTA FE PUBLIC SCHOOLS",12979
"418","GA","Effingham County Board of Education",189206,"1301980","Effingham County",12966
"419","GA","School District Effingham County",196514,"1301980","Effingham County",12966
"420","FL","Flagler County District School Board",32385,"1200540","FLAGLER",12946
"421","KY","Oldham County School District",33724,"2104530","Oldham County",12941
"422","CA","Vacaville Unified School District",146737,"0640590","Vacaville Unified",12886
"423","MI","Kalamazoo Public Schools",34465,"2619950","Kalamazoo Public Schools",12878
"424","GA","Whitfield County Board of Education",105384,"1305700","Whitfield County",12873
"425","CA","Victor Elementary School District",146746,"0641040","Victor Elementary",12848
"426","TX","Burleson Independent School District",39046,"4812180","BURLESON ISD",12810
"427","TX","Deer Park Independent School District",38985,"4816530","DEER PARK ISD",12766
"428","PA","North Penn School District",38100,"4217280","North Penn SD",12765
"429","PA","Upper Darby School District",37972,"4224320","Upper Darby SD",12714
"430","TN","Robertson County Board of Education",197504,"4703600","Robertson County",12680
"431","CA","Sanger Unified School District",146616,"0635250","Sanger Unified",12641
"432","NC","Brunswick County Board of Education",36505,"3700420","Brunswick County Schools",12610
"433","CA","Dublin Unified School District",146084,"0600019","Dublin Unified",12575
"434","WI","School District of Waukesha",40097,"5515780","Waukesha School District",12523
"435","NY","Sachem Central School District",36406,"3625350","SACHEM CENTRAL SCHOOL DISTRICT",12484
"436","OH","Dayton City School District",37188,"3904384","Dayton City",12446
"437","NC","Chapel Hill-Carrboro City Board of Education",36625,"3700720","Chapel Hill-Carrboro City Schools",12426
"438","TX","Duncanville Independent School District",38894,"4817640","DUNCANVILLE ISD",12426
"439","CA","Chico Unified School District",146017,"0608370","Chico Unified",12362
"440","NC","Burke County Public Schools",36510,"3700480","Burke County Schools",12334
"441","CA","Yuba City Unified School District",31516,"0643470","Yuba City Unified",12315
"442","SC","Orangeburg County School District",197398,"4503910","Orangeburg",12265
"443","FL","Nassau County District School Board",32411,"1201350","NASSAU",12248
"444","WV","Wood County Board of Education",43614,"5401620","WOOD COUNTY SCHOOLS",12238
"445","PA","Central Dauphin School District",37964,"4205400","Central Dauphin SD",12214
"446","WV","Cabell County Board of Education",47928,"5400180","CABELL COUNTY SCHOOLS",12189
"447","TX","Belton Independent School District",38808,"4809860","BELTON ISD",12186
"448","TX","Georgetown Independent School District",39251,"4820600","GEORGETOWN ISD",12160
"449","CA","Rocklin Unified School District",146568,"0600013","Rocklin Unified",12160
"450","TX","Brazosport Independent School District",38835,"4811190","BRAZOSPORT ISD",12158
"451","MO","Park Hill School District",35291,"2923550","PARK HILL",12138
"452","GA","Troup County School District",70989,"1300001","Troup County",12127
"453","UT","Box Elder School District",39309,"4900090","Box Elder District",12111
"454","CA","Baldwin Park Unified School District",145912,"0603690","Baldwin Park Unified",12110
"455","FL","Highlands County District School Board",32395,"1200840","HIGHLANDS",12080
"456","PA","West Chester Area School District",37939,"4225290","West Chester Area SD",12070
"457","KY","Daviess County School District",33649,"2101470","Daviess County",12048
"458","KY","Madison County School District",33706,"2103720","Madison County",12017
"459","TX","Forney Independent School District",41873,"4819560","FORNEY ISD",11977
"460","CA","La Mesa-Spring Valley School District",31413,"0620250","La Mesa-Spring Valley",11798
"461","CA","Vallejo City Unified School District",31503,"0640740","Vallejo City Unified",11748
"462","CA","Palo Alto Unified School District",146483,"0629610","Palo Alto Unified",11745
"463","WV","Monongalia County Board of Education",43990,"5400930","MONONGALIA COUNTY SCHOOLS",11739
"464","AL","Madison City Board of Education",45519,"0100008","Madison City",11695
"465","NC","Rockingham County Board of Education",36645,"3703990","Rockingham County Schools",11669
"466","CA","Covina-Valley Unified School District",146052,"0610050","Covina-Valley Unified",11660
"467","TX","Dickinson Independent School District",38949,"4817070","DICKINSON ISD",11655
"468","VA","Williamsburg-James City County Public Schools",88845,"5104020","WILLIAMSBURG-JAMES CITY PBLC SCHS",11639
"469","UT","Ogden City School District",102421,"4900720","Ogden City District",11637
"470","PA","Hazleton Area School District",38061,"4211700","Hazleton Area SD",11610
"471","NC","Lincoln County Board of Education",36599,"3702680","Lincoln County Schools",11571
"472","AL","Elmore County Board of Education",43195,"0101290","Elmore County",11557
"473","WI","Eau Claire Area School District",39972,"5504050","Eau Claire Area School District",11556
"474","CA","Carlsbad Unified School District",145994,"0607500","Carlsbad Unified",11481
"475","TX","Hallsville Independent School District",39003,"4822170","HALLSVILLE ISD",11462
"476","WV","Raleigh County Board of Education",39806,"5401230","RALEIGH COUNTY SCHOOLS",11461
"477","NC","Caldwell County Board of Education",36515,"3700580","Caldwell County Schools",11444
"478","TX","Bastrop Independent School District",38803,"4809570","BASTROP ISD",11434
"479","CA","Bellflower Unified School District",145928,"0604440","Bellflower Unified",11405
"480","CA","Pittsburg Unified School District",146505,"0630600","Pittsburg Unified",11367
"481","MO","Fox C-6 School District",54754,"2912300","FOX C-6",11326
"482","TX","Clint Independent School District",38921,"4814430","CLINT ISD",11222
"483","CA","Whittier Union High School District",146783,"0642480","Whittier Union High",11221
"484","NJ","Perth Amboy Public School District",35822,"3412930","Perth Amboy Public School District",11212
"485","CA","Gilroy Unified School District",146168,"0615180","Gilroy Unified",11135
"486","TX","Lake Travis Independent School District",39216,"4826470","LAKE TRAVIS ISD",11085
"487","CA","Los Banos Unified School District",146330,"0622740","Los Banos Unified",11084
"488","CA","Fremont Union High School District",146151,"0614430","Fremont Union High",11071
"489","OR","Reynolds School District",197351,"4110520","Reynolds SD 7",11071
"490","CA","New Haven Unified School District",146428,"0626910","New Haven Unified",11047
"491","AL","Limestone County Board of Education",43887,"0102100","Limestone County",11042
"492","NC","Wilson County Board of Education",36687,"3705020","Wilson County Schools",11012
"493","CA","Palos Verdes Peninsula Unified School District",146486,"0629700","Palos Verdes Peninsula Unified",11009
"494","TX","Del Valle Independent School District",44811,"4816620","DEL VALLE ISD",10968
"495","MO","The School District of St. Joseph",35177,"2927060","ST. JOSEPH",10946
"496","SC","Kershaw County School District",38348,"4502550","Kershaw 01",10928
"497","AL","Tuscaloosa City Board of Education",30389,"0103360","Tuscaloosa City",10910
"498","GA","Bulloch County Board of Education",70965,"1300630","Bulloch County",10902
"499","CA","Las Virgenes Unified School District",146292,"0621000","Las Virgenes Unified",10886
"500","PA","School District of Lancaster",38031,"4213140","Lancaster SD",10880
"501","NY","Greece Central School District",36229,"3612630","GREECE CENTRAL SCHOOL DISTRICT",10878
