"","state.abb","county","census_id","id.x","year","category","total_liabilities","bonds_outstanding","current_liabilities","leases","loans_outstanding","notes_outstanding","net_pension_liability","net_pension_assets","net_opeb_liability","net_opeb_assets","compensated_absences","charges_for_services","operating_grants","capital_grants","general_revenue","change_in_net_position","expenses","total_operating_revenues","non_operating_revenues","capital_contributions","revenues","has_unconfirmed","id.y","state.name","population"
"109","WA","Clark County","48100600600000",43385,2020,"General Purpose",217443583,64728814,41922062,4296328,13541052,0,34594809,9542131,25493325,0,15874101,107729232,110457476,33381791,209908352,125012081,336464770,7482984,558520,5903328,461476851,FALSE,"0500000US53011","Washington",503311
"110","ID","Ada County","13100100100000",43410,2020,"General Purpose",147809654,2357736,19850848,5212256,0,0,77093670,0,0,0,8414374,76057420,13886239,1224823,195475920,15834343,270810059,10469193,8281302,322628,286644402,FALSE,"0500000US16001","Idaho",494967
"111","IA","Polk County","16107707700000",33310,2020,"General Purpose",389072123,248620730,21765263,1056235,0,23131000,49746611,0,14647000,0,19007684,83970538,22171974,8304284,207649048,21382861,300712983,0,0,0,322095844,FALSE,"0500000US19153","Iowa",492401
"112","CA","Sonoma County","5104904800000",67892,2020,"General Purpose",1092460000,376079000,107194000,3937000,85071000,256000,187359000,0,216719000,0,35987000,138541000,529243000,7500000,406145000,137213000,944216000,0,0,0,1081429000,FALSE,"0500000US06097","California",488863
"113","NV","Washoe County","29101601600000",35516,2020,"General Purpose",917385946,128400459,55285621,5058223,0,0,413343289,0,236411294,0,31419366,123215058,74736259,28845534,391214434,9624441,608386844,457449,2985104,0,618011285,FALSE,"0500000US32031","Nevada",486492
"114","VA","Prince William County","47107607600000",93551,2020,"General Purpose",1787836000,1113606000,253270000,68295000,21153000,0,200496000,817000,48523000,663000,43373000,77425000,110909000,75832000,1209750000,18544000,1455372000,0,0,0,1473916000,FALSE,"0500000US51153","Virginia",482204
"115","TN","Knox County","43104704700000",223210,2020,"General Purpose",898984397,674053866,71910812,11146559,1754661,0,121292160,185713,6211127,0,12615212,48893810,26916372,6548486,271341041,13889507,339810202,0,0,0,353699709,FALSE,"0500000US47093","Tennessee",478971
"116","NY","Onondaga County","33103403100000",35994,2020,"General Purpose",1884884705,559806005,180515934,0,264122515,0,213400135,0,618643458,0,14076257,160143869,229775954,15924122,538171923,32815396,911200472,0,0,0,944015868,FALSE,"0500000US36067","New York",476516
"117","CA","Tulare County","5105405300000",67974,2020,"General Purpose",829216000,263984000,165616000,109000,1343000,0,271696000,0,22668000,0,27088000,186460000,543028000,0,185866000,1537000,913817000,0,0,0,915354000,FALSE,"0500000US06107","California",473117
"118","FL","Seminole County","10105905900000",32260,2020,"General Purpose",895984671,330869515,114482294,0,0,0,367319193,0,13246566,0,38704009,152191802,88106722,13347423,371142038,12058600,612729385,0,0,0,624787985,FALSE,"0500000US12117","Florida",470856
"119","PA","York County","39106706600000",43179,2020,"General Purpose",448442754,268237213,94432251,0,0,0,22364438,0,53979053,0,6030546,58573140,304295769,0,177543307,37424904,502987312,0,0,0,540412216,FALSE,"0500000US42133","Pennsylvania",456438
"120","CA","Solano County","5104804700000",165554,2020,"General Purpose",818256437,20375000,95791266,0,0,3721859,557869129,0,15935270,0,35176643,82181997,398817569,867300,222576905,-31471641,735915412,0,0,0,704443771,FALSE,"0500000US06095","California",453491
"121","CA","Santa Barbara County","5104204100000",31715,2020,"General Purpose",1318567000,12028000,130072000,1075000,0,0,788048000,0,109251000,0,40833000,307517000,385001000,81000,362239000,48743000,1006095000,0,0,0,1054838000,FALSE,"0500000US06083","California",448229
"122","LA","Jefferson Parish","19102602500000",116208,2020,"General Purpose",1296623000,564664000,84769000,0,86135000,0,116728000,7121000,175147000,0,25549000,125704000,93478000,21787000,513064000,129728000,624305000,0,0,0,754033000,FALSE,"0500000US22051","Louisiana",440781
"123","MN","Dakota County","24101901900000",34717,2020,"General Purpose",185214067,0,33017858,0,0,0,111134223,0,12108677,0,23776570,25901691,183952498,16586747,201459282,60917713,366982505,0,0,0,427900218,FALSE,"0500000US27037","Minnesota",439882
"124","CA","Monterey County","5102702700000",31695,2020,"General Purpose",1313721737,24615807,184943107,13938911,0,22444000,693581639,0,39702617,0,58012254,482405997,472306026,74489257,289683563,70538388,1248346455,0,0,0,1318884843,FALSE,"0500000US06053","California",439035
"125","FL","Sarasota County","10105805800000",44026,2020,"General Purpose",1317150599,428055188,92495963,0,177324489,42649000,471058541,0,9295695,3657947,32319140,293237823,81655235,157717195,417845542,146481728,803974067,118793185,5728343,34599861,950455795,FALSE,"0500000US12115","Florida",434006
"126","OH","Lucas County","36104804800000",83604,2020,"General Purpose",661372873,105539900,51055662,282901,32343075,0,223875481,2186317,154003949,0,23765959,84588908,178437334,3786930,260082089,40622806,486272455,0,0,0,526895261,FALSE,"0500000US39095","Ohio",431279
"127","AZ","Pinal County","3101101100000",31620,2020,"General Purpose",510538000,238574000,35431000,447000,0,0,220564000,0,625000,1913000,13248000,42694000,66876000,28496000,213430000,69253000,282243000,0,0,0,351496000,FALSE,"0500000US04021","Arizona",425264
"128","NH","Hillsborough County","30100600600000",81896,2020,"General Purpose",66445379,0,10460033,0,0,0,44534563,0,11450783,0,0,31232973,20755486,0,56400289,2026814,106361934,0,0,0,108388748,FALSE,"0500000US33011","New Hampshire",422937
"129","OR","Clackamas County","38100300300000",103171,2020,"General Purpose",741784482,271223726,46501385,0,21954295,2581957,295381903,0,61377713,0,17971186,150740708,221219638,28167113,206125450,-27221384,633474293,0,0,0,606252909,FALSE,"0500000US41005","Oregon",421401
"130","TX","Cameron County","44103103100000",38619,2020,"General Purpose",255004610,164337897,35334401,3920877,0,6150896,11947765,0,30233502,0,2977940,65701598,25328329,1879776,92567120,-7338806,192815629,0,0,0,185476823,FALSE,"0500000US48061","Texas",421017
"131","VA","Loudoun County","47105405400000",88750,2020,"General Purpose",2693348240,1219786141,564122213,643363204,0,0,133861541,0,60669020,47209,33094376,71163012,100736618,37125894,1752115254,50163541,1910977237,0,0,0,1961140778,FALSE,"0500000US51107","Virginia",420959
"132","SC","Richland County","41104004000000",38271,2020,"General Purpose",765382337,170077157,74362271,1254634,136370821,0,203728119,0,165057215,0,11170930,70252346,28128763,1146392,294805869,14035593,380297777,0,0,0,394333370,FALSE,"0500000US45079","South Carolina",416147
"133","AL","Mobile County","1104904900000",40888,2020,"General Purpose",321176640,0,26154882,0,0,0,70270770,0,39484601,0,8222826,22030565,45693578,2600115,181025356,32420779,218928835,0,0,0,251349614,FALSE,"0500000US01097","Alabama",414809
"134","SC","Charleston County","41101001000000",38258,2020,"General Purpose",1230883573,777670345,56135366,1993378,0,18830095,273199142,0,74602421,0,17131030,109863494,44043238,5416823,407430906,61097209,505657252,0,0,0,566754461,FALSE,"0500000US45019","South Carolina",408235
"135","WI","Waukesha County","50106806800000",39876,2020,"General Purpose",125205616,0,24549916,0,0,86421784,0,20115248,0,0,6157295,52833970,70826154,6743815,134387071,17987164,246803846,0,0,0,264791010,FALSE,"0500000US55133","Wisconsin",406978
"136","MI","Genesee County","23102502500000",34260,2020,"General Purpose",780871823,85810784,16823232,0,0,0,129451579,0,539640311,0,4928441,35683926,79165185,0,119025495,-1712532,235587138,0,0,0,233874606,FALSE,"0500000US26049","Michigan",406211
"137","CA","Placer County","5103103100000",165547,2020,"General Purpose",1012961000,65478000,68219000,5630000,135257000,0,633985000,0,33366000,0,51149000,133296000,328096000,2905000,286363000,31116000,719544000,860000,12820000,1375000,750660000,FALSE,"0500000US06061","California",404739
"138","NY","Orange County","33103603300000",35997,2020,"General Purpose",2095953060,295904266,113913819,0,0,0,164699754,0,1464335438,0,15311436,115523157,164209760,9611880,431718381,-104897779,825960957,0,0,0,721063178,FALSE,"0500000US36071","New York",401310
"139","FL","Manatee County","10104104100000",148131,2020,"General Purpose",1062823000,408723000,115321000,0,5661000,1308000,401051000,0,35340000,0,38907000,326196000,35442000,84581000,401547000,132603000,715163000,0,0,0,847766000,FALSE,"0500000US12081","Florida",399710
"140","AR","Pulaski County","4106006000000",31653,2020,"General Purpose",34622043,0,34622043,0,0,593464,0,0,0,0,3987290,0,0,0,0,0,0,0,0,0,0,FALSE,"0500000US05119","Arkansas",399125
"141","OH","Butler County","36100900900000",46468,2020,"General Purpose",359653610,44974952,27907569,0,24199737,0,128961846,1328480,89273318,0,10334899,99612086,72703782,33453831,152397499,34214909,323952289,0,0,0,358167198,FALSE,"0500000US39017","Ohio",390357
"142","FL","Osceola County","10104904900000",196482,2020,"General Purpose",1304908000,763838,51703000,35322000,0,19655,335287000,0,37792000,0,24369000,198859000,78445000,31529000,372701000,50037000,631497000,26837000,605000,0,681534000,FALSE,"0500000US12097","Florida",388656
"143","KY","Louisville-Jefferson County","18205601400000",115965,2020,"General Purpose",2335363514,494297000,84027033,20314000,20000000,0,1158168356,0,295693343,0,22025000,70530441,135523018,16039050,767468680,21031369,968529820,0,0,0,989561189,FALSE,"1600000US2148006","Kentucky",386884
"144","IN","Allen County","15100200200000",33184,2020,"General Purpose",106438654,17557329,14919691,0,0,0,32490684,0,15170826,0,4609204,26095365,46206218,1367647,150554799,28316220,195907809,0,0,0,224224029,FALSE,"0500000US18003","Indiana",385410
"145","FL","Lake County","10103503500000",196475,2020,"General Purpose",438611170,112525801,36439075,0,0,527371,231057016,0,37048311,0,0,85486946,30656175,21516732,191492893,-3477499,332630245,0,0,0,329152746,FALSE,"0500000US12069","Florida",383956
"146","OR","Lane County","38102002000000",103185,2020,"General Purpose",378330817,67041498,21956508,0,0,4240655,198496867,0,63424020,0,9442899,107416573,124773679,0,92657118,-14610106,339457476,22767928,1040404,0,324847370,FALSE,"0500000US41039","Oregon",382971
"147","NC","Forsyth County","34103403400000",36556,2020,"General Purpose",740725753,570102384,24480915,0,0,0,46149867,679188,66647741,0,8439750,35048354,51111206,408031,376297233,8876072,453988752,0,0,0,462864824,FALSE,"0500000US37067","North Carolina",382590
"148","FL","Marion County","10104204200000",196480,2020,"General Purpose",551034261,88445232,49187160,0,0,19346501,317040864,0,20909282,0,22261063,142771183,46730120,32948891,268451792,59263938,431638048,0,0,0,490901986,FALSE,"0500000US12083","Florida",375908
"149","FL","Collier County","10101101100000",44027,2020,"General Purpose",1224899629,349409000,112748463,8063564,234714000,70000,426770034,0,37737520,0,35987175,308273540,45572402,89441371,601531676,169792728,875026261,0,0,0,1044818989,FALSE,"0500000US12021","Florida",375752
"150","OH","Stark County","36107607600000",84427,2020,"General Purpose",315775491,18019997,21266377,0,58920216,0,121936372,0,79611118,449503,13334411,63807041,117897245,6946004,123231959,24352312,287529937,29251961,14370,1398121,311882249,FALSE,"0500000US39151","Ohio",374853
"151","PA","Lehigh County","39103903900000",37719,2020,"General Purpose",451643087,122003762,48617342,0,0,29107284,82611649,0,148605945,0,17212037,28611283,332081628,0,114501663,2772678,472421896,0,0,0,475194574,FALSE,"0500000US42077","Pennsylvania",374557
"152","MI","Washtenaw County","23108108100000",34288,2020,"General Purpose",255611336,20857526,48928961,6476564,0,16800000,109139163,0,33592171,0,19816951,34583238,140168346,0,139071629,47538141,266285072,2548277,360354,0,313823213,FALSE,"0500000US26161","Michigan",372258
"153","TX","Brazoria County","44102002000000",38616,2020,"General Purpose",179779336,31612125,32487778,0,35085000,0,20461536,0,54179810,0,5953087,26584969,32034997,13083821,168394597,53826543,186271841,0,0,0,240098384,FALSE,"0500000US48039","Texas",372031
"154","TX","Bell County","44101401400000",38614,2020,"General Purpose",149480832,104405000,13828877,0,0,0,23498752,0,970393,0,0,24350642,7739156,620326,116889424,17544635,132054913,0,0,0,149599548,FALSE,"0500000US48027","Texas",370647
"155","TN","Hamilton County","43103303300000",229194,2020,"General Purpose",407385343,290345000,33416393,0,0,0,4844203,2346915,22830434,0,17333863,50013185,30900412,815075,200780248,40666922,241841998,0,0,0,282508920,FALSE,"0500000US47065","Tennessee",366207
"156","VA","Chesterfield County","47102102100000",93529,2020,"General Purpose",1232112238,671083467,211280035,0,16403542,6545637,189567678,0,80242879,0,29548791,282035033,72649328,120474784,703164263,197527085,980796323,0,0,0,1178323408,FALSE,"0500000US51041","Virginia",364548
"157","MN","Anoka County","24100200200000",34708,2020,"General Purpose",312168921,99877100,26122918,2463480,1713610,0,100851687,0,61471739,0,13857044,44179992,116208909,22671844,240275162,92378173,330957734,0,0,0,423335907,FALSE,"0500000US27003","Minnesota",363887
"158","UT","Davis County","45100600600000",39284,2020,"General Purpose",127843790,61746764,16164370,69098,0,0,19023396,0,26093159,0,4747003,25970845,44983096,400184,158876390,49029357,181201158,3049300,10596,0,230230515,FALSE,"0500000US49011","Utah",362679
"159","CO","Larimer County","6103503400000",31974,2020,"General Purpose",138355526,6167778,27776147,0,0,0,0,0,0,0,19156353,71962012,94916420,7838317,220692038,82335916,313072871,0,0,0,395408787,FALSE,"0500000US08069","Colorado",359066
"160","CO","Douglas County","6101801700000",31963,2020,"General Purpose",75415483,5855000,60394586,0,0,0,0,0,0,0,9165897,61814471,83469719,25369065,264724793,31849455,403528593,0,0,0,435378048,FALSE,"0500000US08035","Colorado",357978
"161","PA","Westmoreland County","39106506400000",43338,2020,"General Purpose",232320245,83722884,49468741,1510484,0,0,57225177,0,26627192,0,661839,77759683,126016201,2631787,87458856,18374529,275491998,0,0,0,293866527,FALSE,"0500000US42129","Pennsylvania",354663
"162","TX","Nueces County","44117817800000",38641,2020,"General Purpose",222567723,157878625,34077473,3756835,0,0,22623801,0,0,0,2464800,86847745,8473372,556508,100280416,1338795,194819246,0,0,0,196158041,FALSE,"0500000US48355","Texas",353178
"163","SC","Horry County","41102602600000",38265,2020,"General Purpose",471394000,117654000,68297000,8092000,0,0,217400000,0,43650000,0,16301000,112495000,23826000,42562000,305810000,152932000,331761000,0,0,0,484693000,FALSE,"0500000US45051","South Carolina",351029
"164","TX","Galveston County","44108408400000",38626,2020,"General Purpose",565428917,274008576,17653935,0,0,0,14817230,0,252407229,1232615,6541947,24567291,32428354,0,158995399,-9711560,225702604,0,0,0,215991044,FALSE,"0500000US48167","Texas",350682
"165","IN","Hamilton County","15102902900000",33195,2020,"General Purpose",285013791,127247808,9355423,635726,0,0,27640222,293614,109754039,0,2759196,15919070,41083303,2169803,151525110,49857260,160840026,0,0,0,210697286,FALSE,"0500000US18057","Indiana",347467
"166","OR","Marion County","38102402400000",103189,2020,"General Purpose",256802975,0,16820757,0,0,349654,142395975,0,21345426,0,5452942,73397298,84731068,10726228,86821495,-6206510,261882599,0,0,0,255676089,FALSE,"0500000US41047","Oregon",345920
"167","PR","San Juan",NA,41798,2020,"General Purpose",2268436044,249606040,300170019,0,0,316096846,1326650870,0,0,0,61967327,64798120,133943934,2477585,428448341,-64966474,694634454,0,0,0,629667980,FALSE,"0500000US72127","Puerto Rico",342259
"168","TN","Rutherford County","43107507500000",197509,2020,"General Purpose",549527235,439745000,8432119,0,2493728,0,0,11196692,0,0,6127119,104834447,11754587,3409254,154803179,55801832,218999635,0,0,0,274801467,FALSE,"0500000US47149","Tennessee",341486
