state,acfrs_original_name
TN, Jackson County Schools 
TN, Jackson-Madison County Schools 
TN, Jefferson County Schools 
TN, Johnson City Schools 
TN, Kenton Special School District 
TN, Kingsport City Schools 
TN, Knox County Schools 
TN, Lake County Schools 
TN, Lakeland City Schools 
TN, Lauderdale County Schools 
TN, Lawrence County Schools 
TN, Lebanon Special School District 
TN, Lenoir City Schools 
TN, Lewis County Schools 
TN, Lexington City School System 
TN, Lincoln County Schools 
TN, Little Tennessee Valley Educational Cooperative 
TN, Little Valley Educational Cooperative 
TN, Macon County Schools 
TN, Manchester City Schools 
TN, Marion County Schools 
TN, Maryville City Schools 
TN, Mcnairy County Schools 
TN, Metropolitan Nashville Public Schools 
TN, Millington City Schools 
TN, Monroe County Schools 
TN, Moore County Schools 
TN, Morgan County Schools 
TN, Murfreesboro City Schools 
TN, Newport City Schools 
TN, Oak Ridge Schools 
TN, Oneida Special School District 
TN, Paris Special School District 
TN, Perea Elementary School 
TN, Perry County Schools 
TN, Polk County Schools 
TN, Putnam County Schools 
TN, Richard City - Deptford Special School District 
TN, Robertson County Schools 
TN, Rogersville City Board of Education 
TN, Rogersville City Schools 
TN, Scott County Schools 
TN, Shelby County Schools 
TN, Stewart County Schools 
TN, Sweetwater City Schools 
TN, Tennessee School Boards Unemployment Compensation Trust 
TN, Tennessee School for the Blind Internal School Funds 
TN, Trenton Special School District 
TN, Trousdale County Schools 
TN, Tullahoma City Schools 
TN, Union City Schools 
TN, Warren County Schools 
TN, Washington County Schools 
TN, Wayne County Schools 
TN, West Carroll Special School District 
TN, White County Schools 
TN, Z--Cart Test 
TX, Axtell Independent School District 
TX, Ben Bolt-Palito Blanco Independent School District 
TX, Blanco Independent School District 
TX, Brookesmith Independent School District 
TX, Burkburnett Independent School District 
TX, Canton Indepedent School District 
TX, Carrollton-Farmers Branch Independent School District 
TX, Central Heights Independent School District 
TX, Chico Independent School District 
TX, Cisco Independent School District 
TX, Crockett County Consolidated Common School District 
TX, Davis Independent School District No. 1-10 
TX, Dekalb Independent School District 
TX, Desoto Independent School District 
TX, Dhanis Independent School District 
TX, Douglass Independent School District 
TX, Dripping Springs Independent School District 
TX, Eagle Mountain-Saginaw Independent School District 
TX, Ector Independent School District 
TX, Education Service Center Region 10 
TX, Education Service Center Region 11 
TX, Education Service Center Region VI 
TX, Education Service Center Region XIV 
TX, Education Service Center Region XV 
TX, Ehrhart School 
TX, Era Independent School District 
TX, Fort Sam Houston Independent School District 
TX, Frisco Independent School District 
TX, Ft Hancock Independent School District 
TX, Gatesvile Independent School District 
TX, Goldthwaite Independent School District 
TX, Grape Creek Independent School District 
TX, Grapevine-Colleyville Independent School District 
TX, Harris County Department of Education 
TX, Hico Independent School District 
TX, Higgins Independent School District 
TX, Howe Independent School District 
TX, Hughes Springs Independent School District 
TX, Iredell Independent School District 
TX, Jonesboro Independent School District 
TX, Katherine Anne Porter School 
TX, Kenedy County Wide Community School District 
TX, Knox City-OBrien Consolidated Independent School District 
TX, Kopperl Independent School District 
TX, La Vega Independent School Disgtrict 
TX, Lapoynor Independent School District 
TX, Laredo Indepedent School District 
TX, Little Cypress-Mauriceville Consolidated Independent School District 
TX, Lohn Independent School District 
TX, Mcdade Independent School District 
TX, Mclean Independent School District 
TX, Mcleod Independent School District 
TX, Mcmullen County Independent School District 
TX, Mount Calm Independent School District 
TX, Mount Enterprise Independent School District 
TX, Mount Pleasant Independent School District 
TX, Mount Vernon Independent School District 
TX, New Caney Independent School District 
TX, Odonnell Independent School District 
TX, Panther Creek Consolidated Independent School District 
TX, PharrSan JuanAlamo Independent School District 
TX, Pleasant Grove Independent School District 
TX, Point Isabel Independent School District 
TX, Port Neches-Groves Independent School District 
TX, Pottsboro Independent School District 
TX, Prairiland Independent School District 
TX, Prosper Independent School District 
TX, Region 16 Education Service Center 
TX, Region 17 Education Service Center 
TX, Region 18 Education Service Center 
TX, Region 19 Education Service Center 
TX, Region 9 Education Service Center 
TX, Region III Education Service Center 
TX, Region VII Education Service Center 
TX, Region VIII Education Service Center 
TX, Rice Independent School District 
TX, Richland Springs Independent School District 
TX, Rio Grade City Grulla Independent School District 
TX, River Road Independent School District 
TX, Roscoe Collegiate Independent School District 
TX, Round Top-Carmine Independent School District 
TX, S and S Consolidated Independent School District 
TX, San Felipe Del Rio Consolidated Independent School District 
TX, Sanford-Fritch Independent School District 
TX, Santa Rosa Independent School District-10 Mth Audit 
TX, Schert-Cibolo-Universal City Independent School District 
TX, Schertz-Cibolo-U City Independent School District 
TX, Schertz-Cibolo-Universal City Independent School District 
TX, Skidmore-Tynan Independent School District 
TX, South Texas Independent School District 
TX, Southside Indepdendent School District 
TX, Southwest School 
TX, Spearman Independent School District 
TX, Stafford Muncipal School District 
TX, Terrell Independent School District 
TX, The Rhodes School 
TX, Tidehaven Independent School District 
TX, Tioga Independent School District 
TX, Van Independent School Distict 
TX, Waco Independent School District 
TX, Walnut Bend Independent School District 
TX, Walnut Springs Independent School District 
TX, Wellman-Union Independent School District 
TX, Weslaco Independent School District 
TX, Whiteface Consolidated Independent School District 
TX, Wimberley Independent School District 
TX, Zephyr Independent School District 
UT, Central Utah Educational Services 
UT, Medical School Campus PID 
UT, Northeastern Utah Educational Services 
UT, Open Classroom 
UT, Salt Lake City Open Classroom 
UT, The Winter Sports School in Park City 
UT, Uintah River High School 
UT, Walden School of Liberal Arts 
VA, Alexandria Schools 
VA, Bristol Virginia School Board 
VA, Chesapeake Schools 
VA, Danville Schools 
VA, Fauquier County Government _ Public Schools 
VA, Portsmouth Virginia School Board 
VA, Radford City School Board 
VA, School Board of the City of Norfolk 
VA, School Board of the City of Petersburg 
VA, School Board of the City of Richmond 
VA, School Board of the City of Virginia Beach 
VA, The School Board of the City of Newport News 
VA, The School Board of the City of Roanoke 
VA, Williamsburg-James City County Public Schools 
VA, York County School Division 
VT, Barre Unified Union School Dist 97- Cons Sch Dist K-12 
VT, Bennington-Rutland Supervisory Union 
VT, Caledonia Central Supervisory Union 
VT, City of Rutland Vermont Public Schools 
VT, Essex Westford Educational Community Unified Union School District 51 
VT, Franklin Northeast Supervisory Union 
VT, Franklin West Supervisory Union 
VT, Grand Isle Supervisory Union 
VT, Hartford School District 
VT, Lamoille North Supervisory Union 
VT, Lamoille South Unified Union School District 
VT, Missisquoi Valley School District 
VT, Mount Mansfield Modified Union School District 
VT, Newport City School District 
VT, North Country Supervisory Union 
VT, Orange East Supervisory Union 
VT, Orange Southwest School District 
VT, Orleans Central Supervisory Union 
VT, Orleans Southwest Supervisory Union 
VT, Rutland Northeast Supervisory Union 
VT, Slate Valley Unified Union School District 
VT, Southwest Vermont Supervisory Union 
VT, St. Johnsbury School District 
VT, Two Rivers Supervisory Union 
VT, Washington Central Unified Union School District 
VT, Windham Central Supervisory Union 
VT, Windham Northeast Supervisory Union 
VT, Windham Southeast School District 
VT, Windham Southeast Supervisory Union 
VT, Windham Southwest Supervisory Union 
VT, Windsor Central Supervisory Union 
VT, Windsor Southeast Supervisory Union 
WA, Chief Leschi Schools Inc 
WA, Educational Service District No. 105 
WA, Educational Service District No. 112 
WA, Educational Service District No. 113 
WA, Educational Service District No. 123 
WA, Grand Coulee Dam School District No. 301 
WA, Grandview School District No. 200 
WA, La Connor School District No. 311 
WA, Lind School District No 158 
WA, Mount Vernon School District No. 320 
WA, Naches Valley School District No. 003 
WA, Nespelem School District No. 14 
WA, Nine Mile Falls School Disrict No 325-179 
WA, Nine Mile Falls School District No. 325-179 
WA, North Central Educational Service District No. 171 
WA, North Thurston Public Schools 
WA, Northeast Washington Educational Service District No. 101 
WA, Northwest Educational Service District No. 189 
WA, Olympic Educational Service District No. 114 
WA, Othello School District No. 147 
WA, Pateros School District No 122-70j 
WA, Port Townsend School District 
WA, Quillayute Valley School District No. 402 
WA, Quincy School District No. 144 
WA, Renton School District No. 403 
WA, Stanwood-Camano School District No. 401 
WA, Sumner-Bonney Lake School District No 320 
WA, United Schools Insurance Program 
WA, Washougal School District No. 112 
WA, White Salmon Valley School District No. 405-17 
WI, Adams-Friendship Area School District 
WI, Baldwin-Woodville Area School District 
WI, De Soto Area School District 
WI, Durand-Arkansaw School District 
WI, Elk Mound Area School District 
WI, Ellsworth Community School District 
WI, Gale-Ettrick-Trempealeau School District 
WI, Green Bay Area Public School District 
WI, Hayward Community School District 
WI, Hortonville Area School District 
WI, Lakeland Union High School District 
WI, Markesan District Schools 
WI, Marshall School District 
WI, Mcfarland School District 
WI, Mequon Thiensville School District 
WI, Middleton-Cross Plains Area School District 
WI, Mount Horeb Area School District 
WI, Mukwonago Area School District 
WI, Necedah Area School District 
WI, Owen-Withee School District 
WI, Peshtigo School District 
WI, Racine Unified School District 
WI, Ripon Area School District 
WI, School District No.1 - Town of Lac Du Flambeau 
WI, School District of Augusta 
WI, School District of Bowler 
WI, School District of Cameron 
WI, School District of Colfax 
WI, School District of Denmark 
WI, School District of Edgerton 
WI, School District of Fort Atkinson 
WI, School District of Hartford Joint No.1 
WI, School District of Holmen 
WI, School District of Hudson 
WI, School District of Kaukauna 
WI, School District of La Crosse 
WI, School District of Ladysmith 
WI, School District of Mayville 
WI, School District of Monroe 
WI, School District of Nekoosa 
WI, School District of New Berlin 
WI, School District of Onalaska 
WI, School District of Osceola 
WI, School District of Rhinelander 
WI, School District of Shell Lake 
WI, School District of Stanley-Boyd 
WI, School District of the Menomonie Area 
WI, School District of Thorp 
WI, School District of Wabeno Area 
WI, School District of West Allis - West Milwaukee Et Al. 
WI, Spooner Area School District 
WI, St. Croix Falls Area School District 
WI, St. Francis School District 
WI, Sun Prairie Area School District 
WI, Tomah Area School District 
WI, Viroqua Area School District 
WI, Waterford Graded School District Joint No.1 
WI, Watertown Unified School District 
WI, Waupun Area School District 
WI, Westby Area School District 
WI, Wittenberg-Birnamwood School District 
WY, Big Horn County School District Number 3 
WY, Campbell County School District No.1 
WY, Crook County School District No.1 
WY, Park County School District No.1 
WY, Platte County School District Number One 
