state.abb,county,year,category,total_liabilities,bonds_outstanding,current_liabilities,leases,loans_outstanding,notes_outstanding,net_pension_liability,net_pension_assets,net_opeb_liability,net_opeb_assets,compensated_absences,charges_for_services,operating_grants,capital_grants,general_revenue,change_in_net_position,expenses,total_operating_revenues,non_operating_revenues,capital_contributions,revenues,id,state.name,population
KS,Barton County,2020,General Purpose,0,0,0,0,0,0,7631562,0,0,0,0,0,0,0,34898839,2398248,32500591,0,0,0,34898839,0500000US20009,Kansas,25493
TN,Hardeman County,2020,General Purpose,24599730,20210000,438617,0,25838,560115,0,712526,0,0,171880,4596881,2838223,2321903,9484568,-475508,19717083,0,0,0,19241575,0500000US47069,Tennessee,25462
GA,Butts County,2020,General Purpose,22765010,6189043,3000704,1345980,0,0,11437031,0,0,0,0,8392655,391167,1149964,20147239,940124,29140901,0,0,0,30081025,0500000US13035,Georgia,25434
NM,Luna County,2020,General Purpose,46392549,19008237,1641527,0,878067,0,17419774,0,6045110,0,888202,10838618,5754476,0,20172967,7737682,29028379,523455,0,0,36766061,0500000US35029,New Mexico,25427
MI,Gladwin County,2020,General Purpose,20156371,0,502273,0,1220707,940000,8492436,0,8738682,0,262273,3027573,1394453,0,7647349,-1174694,13244069,0,0,0,12069375,0500000US26051,Michigan,25386
KS,Pottawatomie County,2020,General Purpose,0,12782829,0,2588274,1573924,11505000,13370156,0,0,0,943659,0,0,0,73144724,5551782,67592942,0,0,0,73144724,0500000US20149,Kansas,25348
FL,Hardee County,2020,General Purpose,49347324,0,3222206,769800,0,3130000,34355829,0,1958475,0,1100251,9043718,5468106,4668243,31097326,1227009,49050384,0,0,0,50277393,0500000US12049,Florida,25327
GA,Fannin County,2020,General Purpose,6071124,0,1018438,563838,0,0,3378352,0,0,0,0,3091715,3053307,12208,27766807,8195523,25728514,0,0,0,33924037,0500000US13111,Georgia,25319
FL,Washington County,2020,General Purpose,35317698,0,8913919,421070,0,4355486,20400591,0,334701,0,718560,5455393,10515561,206028,16892696,-4632152,37701830,0,0,0,33069678,0500000US12133,Florida,25318
MN,Lyon County,2020,General Purpose,27919643,13589075,1936034,87650,0,297808,5795960,0,2826401,0,739300,6035764,7329536,4110539,19248642,6169539,30554942,2892954,179782,0,36724481,0500000US27083,Minnesota,25269
MN,Todd County,2020,General Purpose,19405417,2491897,1319744,55456,95869,0,10141396,0,2889408,0,2411647,6016632,13393486,4782138,20371627,9512343,35051540,2555097,81069,0,44563883,0500000US27153,Minnesota,25262
MI,Iosco County,2020,General Purpose,11431877,50000,1968760,0,0,0,8518068,0,0,0,589060,12442382,3898205,380334,8055811,1017799,23758933,0,0,0,24776732,0500000US26069,Michigan,25237
TN,Macon County,2020,General Purpose,8934808,0,153755,0,0,8244017,0,1674333,0,0,307310,4005602,3274141,1327638,10566598,1263954,17910025,0,0,0,19173979,0500000US47111,Tennessee,25216
TN,Lauderdale County,2020,General Purpose,3775709,1745000,231165,137295,1493357,0,0,8060315,3265328,0,0,3876184,4777059,1601772,9297729,3226850,16325894,0,0,0,19552744,0500000US47097,Tennessee,25143
MI,Otsego County,2020,General Purpose,12381501,787018,1530203,0,0,0,8508195,0,1339595,0,216490,4966322,3438534,0,11099801,1946270,17558387,0,0,0,19504657,0500000US26137,Michigan,25091
MI,Manistee County,2020,General Purpose,22499682,615000,1431699,0,333330,0,16736119,0,2879026,0,504508,11239262,4148036,91498,8485994,-653096,24617886,0,0,0,23964790,0500000US26101,Michigan,25032
IA,Bremer County,2020,General Purpose,8143328,960000,1137595,0,0,0,4525952,0,393365,0,660336,4923707,4890249,1258043,10306224,575190,20803033,0,0,0,21378223,0500000US19017,Iowa,24988
AL,Cherokee County,2020,General Purpose,17202575,0,1374602,637099,0,0,6378716,0,4300409,0,967659,3351804,4228246,279181,9200898,2037896,15022233,0,0,0,17060129,0500000US01019,Alabama,24971
KY,Grant County,2020,General Purpose,0,12705000,0,0,17169,0,0,0,0,0,0,0,0,0,16090027,-400547,16490574,0,0,0,16090027,0500000US21081,Kentucky,24941
TN,Hickman County,2020,General Purpose,26910200,0,479990,0,19352224,2322032,0,351429,4319188,0,363750,4169426,3358492,2166568,13259292,3744931,19208847,0,0,0,22953778,0500000US47081,Tennessee,24925
CO,Routt County,2020,General Purpose,14884908,0,7388206,0,85618,0,0,0,0,0,1794941,10732790,17122008,4732523,32139584,11214822,53512083,0,0,0,64726905,0500000US08107,Colorado,24829
OK,Jackson County,2020,General Purpose,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9491834,111431,9380403,0,0,0,9491834,0500000US40065,Oklahoma,24785
NY,Yates County,2020,General Purpose,31803896,6914946,4948340,0,0,0,14772122,0,1710667,0,764069,4565460,10168149,3443217,33471973,6848621,44800178,0,0,0,51648799,0500000US36123,New York,24774
TX,Milam County,2020,General Purpose,7095115,2915000,1564048,1136200,0,234000,309415,0,553770,0,382682,3670034,2252110,244003,13716455,-420088,20302690,0,0,0,19882602,0500000US48331,Texas,24754
OR,Crook County,2020,General Purpose,31199485,20673254,2771233,0,0,0,3985953,0,440505,0,915179,8179271,13314622,1429650,14299400,2127565,35095378,0,0,0,37222943,0500000US41013,Oregon,24738
VA,Goochland County,2020,General Purpose,139083488,98656814,4833528,6525000,0,0,1273377,0,3068345,0,1283548,8442052,6776213,1191410,65040462,10534666,70915471,0,0,0,81450137,0500000US51075,Virginia,24727
CO,Teller County,2020,General Purpose,5222204,0,3812039,785000,0,0,0,0,0,0,625165,4809343,11015423,45000,18412434,3234994,31047206,0,0,0,34282200,0500000US08119,Colorado,24710
IN,White County,2020,General Purpose,0,0,0,0,0,0,0,0,0,0,0,6806652,12894768,0,82127192,-15303950,117132562,0,0,0,101828612,0500000US18181,Indiana,24688
KY,Rowan County,2020,General Purpose,0,25989869,0,0,0,0,0,0,0,0,0,0,0,0,15824330,-249671,16074001,0,0,0,15824330,0500000US21205,Kentucky,24662
ID,Cassia County,2020,General Purpose,6679908,0,1443551,0,0,0,4813348,0,0,0,423009,4873502,145009,0,18201057,1456220,21763348,0,0,0,23219568,0500000US16031,Idaho,24655
GA,Union County,2020,General Purpose,4058299,1430000,1808854,245681,0,12639,0,0,0,0,184808,4145619,2856229,1079362,24172463,5505303,26748370,0,0,0,32253673,0500000US13291,Georgia,24632
MD,Somerset County,2020,General Purpose,64518778,25388368,7243532,0,0,0,7858789,0,22930481,0,1097608,3262171,9741249,6470975,32336303,4260134,47550564,0,0,0,51810698,0500000US24039,Maryland,24620
WV,Nicholas County,2020,General Purpose,2187004,0,176236,0,0,0,564170,0,1219682,0,226916,1601545,900712,0,5994066,901904,7594419,0,0,0,8496323,0500000US54067,West Virginia,24604
GA,Burke County,2020,General Purpose,25506727,0,6806251,0,0,0,15828542,0,0,0,834808,5804199,1867600,5324158,56425777,17245837,52175897,0,0,0,69421734,0500000US13033,Georgia,24596
TX,Uvalde County,2020,General Purpose,21792309,18445000,664481,385818,0,0,2063380,0,0,0,233630,3705048,3179287,436665,19490988,1422284,25389704,0,0,0,26811988,0500000US48463,Texas,24564
WI,Waushara County,2020,General Purpose,6903180,0,1849472,0,0,2012646,0,3119405,2095658,0,945404,14037885,6914876,2701,21568091,1480548,41043005,7302214,11026,0,42523553,0500000US55137,Wisconsin,24520
OR,Jefferson County,2020,General Purpose,22901997,8058188,930506,0,154866,0,8562705,0,163843,117878,364206,4451433,14356511,0,12822143,3145609,28484478,1468126,340473,0,31630087,0500000US41031,Oregon,24502
TX,Fayette County,2020,General Purpose,8686674,1335920,430396,1546637,0,0,5373721,0,0,0,0,2756324,0,0,14022686,-2684296,19463306,0,0,0,16779010,0500000US48149,Texas,24435
ID,Blaine County,2020,General Purpose,17158124,0,2007016,0,0,5701375,7751965,0,280664,0,1417104,8627077,3747404,0,19447394,-2428981,34250856,0,0,0,31821875,0500000US16013,Idaho,24272
NE,Dawson County,2020,General Purpose,0,0,0,0,0,0,0,0,0,0,0,1422114,3758588,0,14958009,-2392405,22531116,0,0,0,20138711,0500000US31047,Nebraska,24111
TX,Shelby County,2020,General Purpose,1146714,0,545870,478696,0,0,24320,0,0,0,97828,1904450,1334437,295567,11136813,2192154,12479113,0,0,0,14671267,0500000US48419,Texas,24022
TX,Aransas County,2020,General Purpose,20397952,15967952,1412746,0,0,1913331,794479,0,0,0,309444,6626994,4040322,49202,21770306,2007313,30479511,0,0,0,32486824,0500000US48007,Texas,23830
WV,Upshur County,2020,General Purpose,4358530,0,224210,1047936,0,0,569608,0,2291869,0,224907,2479536,1508870,0,7281015,398342,10871079,0,0,0,11269421,0500000US54097,West Virginia,23816
VA,Page County,2020,General Purpose,72058973,50857285,6505427,356088,0,0,3107343,0,2782687,0,723705,2907859,8058104,0,29844238,2019314,38790887,1470233,0,0,40810201,0500000US51139,Virginia,23709
OK,Seminole County,2020,General Purpose,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10952178,-486810,11438988,0,0,0,10952178,0500000US40133,Oklahoma,23556
TN,Grainger County,2020,General Purpose,21374040,17460000,419685,0,1273400,1195758,0,1431529,5749917,0,157683,2123253,2534237,456426,11153150,2841698,13425368,0,0,0,16267066,0500000US47057,Tennessee,23527
PA,Juniata County,2020,General Purpose,727007,0,17480,301892,0,709527,2112802,0,0,0,0,882251,8384369,0,5718754,635634,14349740,0,0,0,14985374,0500000US42067,Pennsylvania,23509
MI,Menominee County,2020,General Purpose,11281561,0,399557,97816,0,12439,10136488,0,0,0,635261,2483120,1944750,26800,9189113,-112779,13756562,0,0,0,13643783,0500000US26109,Michigan,23502
MI,Roscommon County,2020,General Purpose,11837717,0,535828,0,0,902046,6894591,0,2690657,0,804595,3583033,3065067,1863024,12012906,3259680,17264350,0,0,0,20524030,0500000US26143,Michigan,23459
OR,Curry County,2020,General Purpose,17767318,0,980236,0,198286,0,16000466,0,0,0,276909,2584120,10878552,1388046,4570227,-2225013,21645958,0,0,0,19420945,0500000US41015,Oregon,23446
MI,Antrim County,2020,General Purpose,26162892,8617325,4894124,0,0,0,11979903,0,0,0,319938,22219053,5881044,453528,15857586,5836081,38575130,0,0,0,44411211,0500000US26009,Michigan,23431
GA,Franklin County,2020,General Purpose,21658676,12970411,1169587,0,0,3612565,2219186,0,0,0,689196,6302389,309512,6221048,13407243,3321069,22919123,0,0,0,26240192,0500000US13119,Georgia,23424
MN,Meeker County,2020,General Purpose,55789625,14882877,7023921,0,4008563,1616908,19995523,0,938499,0,1325183,44845827,11020142,1310090,25704140,10803491,72076708,0,0,0,82880199,0500000US27093,Minnesota,23400
MO,Saline County,2020,General Purpose,3799918,0,3799918,3917989,0,150000,221083491,0,0,0,68272,1360636,3031438,0,6803359,725548,10469885,0,0,0,11195433,0500000US29195,Missouri,23333
WY,Teton County,2020,General Purpose,26055160,0,7644587,0,171551,0,16640137,0,0,0,1074700,16457417,5084066,3826095,59100275,12313588,72154265,0,0,0,84467853,0500000US56039,Wyoming,23331
WI,Vilas County,2020,General Purpose,19649447,0,4323381,0,0,13758590,0,2274065,780029,0,787447,5130066,6174184,135248,22705883,2871350,31274031,3190399,454092,0,34145381,0500000US55125,Wisconsin,23047
VA,New Kent County,2020,General Purpose,71821912,60963753,5268043,951774,0,0,2564857,0,847015,0,1226470,7311283,5027349,456169,47629043,8721802,51702042,0,0,0,60423844,0500000US51127,Virginia,22945
MI,Osceola County,2020,General Purpose,6752354,2845000,587339,0,0,30934,3085818,0,0,0,203263,4781018,2843578,0,8063676,1848715,13839557,0,0,0,15688272,0500000US26133,Michigan,22891
GA,Tattnall County,2020,General Purpose,9579894,4556441,1102838,1336814,0,0,2187662,0,0,0,316139,3312452,0,3457755,13313876,2442738,17641345,0,0,0,20084083,0500000US13267,Georgia,22842
NC,Caswell County,2020,General Purpose,31284350,4466769,2339684,0,0,13150000,5024110,28825,4001823,0,866386,4769912,7157226,3638705,18860202,5037520,29388525,0,0,0,34426045,0500000US37033,North Carolina,22736
KY,Johnson County,2020,General Purpose,0,320500,0,0,0,0,0,0,0,0,0,5297,6837268,0,3378692,251920,9969337,0,0,0,10221257,0500000US21115,Kentucky,22680
VA,Rockbridge County,2020,General Purpose,75767346,54372612,4522911,4923149,360000,0,4254462,0,720743,0,481358,4326940,3980032,75796,41528643,-443847,50355258,0,0,0,49911411,0500000US51163,Virginia,22650
IA,Washington County,2020,General Purpose,30099998,23075000,1747409,0,0,0,4013006,0,622048,0,483935,2690198,5608127,1178161,16297724,2978603,22795607,0,0,0,25774210,0500000US19183,Iowa,22565
TN,Overton County,2020,General Purpose,19797858,13230250,598039,0,2925917,2455000,0,1010666,425483,0,129081,3825234,3040734,411029,9459551,1995276,14741272,0,0,0,16736548,0500000US47133,Tennessee,22511
TX,Panola County,2020,General Purpose,9897385,0,251688,0,0,0,2796129,0,6586259,0,263309,2328091,2084507,62485,23307612,787814,26994881,0,0,0,27782695,0500000US48365,Texas,22491
KS,Sumner County,2020,General Purpose,0,7635000,0,537939,66747,0,8250378,0,0,0,0,0,0,0,35124518,1518951,33605567,0,0,0,35124518,0500000US20191,Kansas,22382
MI,Leelanau County,2020,General Purpose,15022818,8904042,1145740,1553470,0,0,2978431,0,0,0,441135,3466155,1659699,31650,12311876,473138,16996242,0,0,0,17469380,0500000US26089,Michigan,22301
MN,Nobles County,2020,General Purpose,28532872,16652087,1524056,135135,619045,0,7957758,0,407249,0,1237542,3922029,14898855,969361,18327195,6676837,31440603,0,0,0,38117440,0500000US27105,Minnesota,22290
NE,Saunders County,2020,General Purpose,0,17015000,0,0,0,0,0,0,0,0,0,2568078,4862769,0,15468611,1401162,21498296,0,0,0,22899458,0500000US31155,Nebraska,22278
IA,Mahaska County,2020,General Purpose,14505548,8430000,1794239,0,64956,341000,3029047,0,582245,0,264061,1230986,4934738,0,11596451,-1305447,19067622,0,0,0,17762175,0500000US19123,Iowa,22190
VA,Lee County,2020,General Purpose,14593695,3955256,3293980,844174,0,0,2980022,0,2914352,0,524444,303211,12089002,872209,14338500,-1550911,29153833,0,0,0,27602922,0500000US51105,Virginia,22173
TX,Houston County,2020,General Purpose,14495255,11226922,855486,1082222,0,1162542,0,149960,0,0,168083,1949632,3374055,24793,9573781,1098139,13824122,0,0,0,14922261,0500000US48225,Texas,22066
NC,Anson County,2020,General Purpose,20773918,0,3175705,0,0,0,4179795,29943,8000621,0,869764,12390441,5467049,697733,22697788,2984133,38268878,0,0,0,41253011,0500000US37007,North Carolina,22055
GA,Putnam County,2020,General Purpose,8658418,0,1583383,0,0,0,5631631,0,0,0,565673,4036330,1209892,1046018,25201195,4738802,26754633,0,0,0,31493435,0500000US13237,Georgia,22047
IL,Jo Daviess County,2020,General Purpose,5549913,0,1821780,0,0,0,2847324,0,584045,0,296764,2545482,2087622,251942,12223089,1294999,15813136,0,0,0,17108135,0500000US17085,Illinois,22035
NC,Martin County,2020,General Purpose,52600234,12580075,758498,0,0,0,3665681,30669,20807626,0,744141,5623969,6803498,2262060,23050492,1733471,36006548,0,0,0,37740019,0500000US37117,North Carolina,22031
KS,Seward County,2020,General Purpose,23727318,0,2539088,4536115,0,0,11259113,0,0,0,1058631,8690919,7237122,0,18682088,3143,34606986,0,0,0,34610129,0500000US20175,Kansas,21964
MO,Henry County,2020,General Purpose,0,0,0,292098,0,0,0,0,0,0,0,0,0,0,11017913,879131,10138782,0,0,0,11017913,0500000US29083,Missouri,21946
OH,Wyandot County,2020,General Purpose,28587798,3205000,0,0,0,0,15134329,0,10248469,11259,0,8108929,13464411,0,10911474,3971204,28513610,0,760308,0,32484814,0500000US39175,Ohio,21900
TN,Scott County,2020,General Purpose,26792565,7060210,264532,0,16780339,471095,0,2217210,267294,0,251587,4856395,3742299,502940,8654604,2738149,15018089,0,0,0,17756238,0500000US47151,Tennessee,21850
VA,Prince Edward County,2020,General Purpose,33036633,21206549,2505632,0,0,200000,1807022,0,1094118,0,762962,2644380,6298691,0,21960570,3300250,27603391,0,0,0,30903641,0500000US51147,Virginia,21849
CA,Colusa County,2020,General Purpose,87127800,0,2942025,37028,103032,0,78169934,0,0,233911,2278392,7854423,35837401,519476,23517148,2342648,65385800,0,0,0,67728448,0500000US06011,California,21839
FL,Taylor County,2020,General Purpose,23388295,0,1079296,753328,0,0,20366553,0,0,0,1189118,4477933,7603609,5521908,20540103,430209,37713344,0,0,0,38143553,0500000US12123,Florida,21796
GA,Mitchell County,2020,General Purpose,10655286,995000,593521,0,0,1199220,2506493,0,0,0,195618,4264499,1243800,1093534,18952361,5224572,20329622,0,0,0,25554194,0500000US13205,Georgia,21755
NE,Gage County,2020,General Purpose,0,2375000,0,0,0,0,0,0,0,0,0,802703,3752335,0,17073785,2771137,18857686,0,0,0,21628823,0500000US31067,Nebraska,21704
GA,McDuffie County,2020,General Purpose,5153279,1820000,1406688,0,0,0,1303872,0,0,0,455886,6364415,2306610,7107952,10996669,4367777,22407869,0,0,0,26775646,0500000US13189,Georgia,21632
ID,Minidoka County,2020,General Purpose,3736117,0,342780,0,0,0,2890255,0,303507,0,199575,1981758,1817531,31299,8852648,-31408,12714645,0,0,0,12683237,0500000US16067,Idaho,21613
TX,Gaines County,2020,General Purpose,199915,0,0,199915,0,0,0,0,0,0,0,2329795,525836,69460,21098608,1204720,22818979,0,0,0,24023699,0500000US48165,Texas,21598
ND,Stutsman County,2020,General Purpose,29903575,6095485,1426985,0,0,0,21044618,0,527534,0,808953,2930109,6758342,211396,11178781,-2606328,23684956,0,0,0,21078628,0500000US38093,North Dakota,21593
NE,Dakota County,2020,General Purpose,5003493,4520000,0,488493,0,0,0,0,0,0,0,876336,2289451,0,10297024,1047891,12414920,0,0,0,13462811,0500000US31043,Nebraska,21582
VA,Scott County,2020,General Purpose,14850938,0,2627941,314521,0,0,6447005,0,4025152,0,538988,456019,8653689,0,17987835,3105311,23992232,0,0,0,27097543,0500000US51169,Virginia,21576
NC,Hertford County,2020,General Purpose,39087604,936000,2177375,0,14097738,0,3230492,30318,10882806,0,585779,5204393,3819093,174473,20827657,2595886,27429730,0,0,0,30025616,0500000US37091,North Carolina,21552
CO,Logan County,2020,General Purpose,5814267,29258,1777622,119171,0,0,0,0,0,0,1022254,4686360,10614632,319140,16735216,4403000,27952348,0,0,0,32355348,0500000US08075,Colorado,21528
UT,Sevier County,2020,General Purpose,10635748,5345175,857229,0,0,0,3463442,0,0,0,969902,6822842,10382754,0,13326084,3629829,26901851,0,0,0,30531680,0500000US49041,Utah,21522
IL,Jersey County,2020,General Purpose,2100258,1669263,430995,0,0,0,1011109,113356,0,0,0,1827598,2050948,281340,7892990,2227421,9825455,0,0,0,12052876,0500000US17083,Illinois,21512
IL,Fayette County,2020,General Purpose,2086427,0,340720,0,0,0,1745707,0,0,0,0,4448562,1916361,1325324,5094193,1955913,10828527,0,0,0,12784440,0500000US17051,Illinois,21488
WV,Wyoming County,2020,General Purpose,3045639,0,308302,430087,0,0,632367,0,1447036,0,227847,1675897,943775,0,7011216,637975,8992913,0,0,0,9630888,0500000US54109,West Virginia,21382
MN,Hubbard County,2020,General Purpose,39755376,21783031,2874706,368305,0,0,11785916,0,1110112,0,1833306,17538457,12693788,306800,22706489,6519019,46726515,0,0,0,53245534,0500000US27057,Minnesota,21344
TX,Llano County,2020,General Purpose,5758955,0,1127376,600640,0,3470000,269727,0,0,0,291212,2165963,961089,0,14981161,1945013,16163200,0,0,0,18108213,0500000US48299,Texas,21243
NC,Madison County,2020,General Purpose,18231722,0,1712614,0,0,9308295,3552935,99164,0,0,1146765,4598958,6728477,0,19468079,984529,29810985,0,0,0,30795514,0500000US37115,North Carolina,21193
TN,Morgan County,2020,General Purpose,14955393,14092070,423480,68952,0,0,0,1094619,0,0,268295,2909258,3232594,1516801,9566890,2659566,14565977,0,0,0,17225543,0500000US47129,Tennessee,21035
