"","state.abb","state.name","geo_id","government_ID","entity","total_liabilities","revenues","lia_rev_ratio"
"992","MN","Minnesota","1600000US2731076","24201970100000","Inver Grove Heights",69843370,58269631,119.86
"993","UT","Utah","1600000US4976680","45202300500000","Tooele",55720857,49807096,111.87
"994","OH","Ohio","1600000US3929106","36202500600000","Gahanna",63561478,67713645,93.87
"995","IL","Illinois","1600000US1700243","14202200100000","Addison",110058829,66104857,166.49
"996","SC","South Carolina","1600000US4549075","41202600500000","Myrtle Beach",364722406,211499114,172.45
"997","OH","Ohio","1600000US3943554","36200200800000","Lima",233514672,97020338,240.69
"998","NC","North Carolina","1600000US3758860","34208000800000","Salisbury",118783884,76693907,154.88
"999","CT","Connecticut","1600000US0976500","07200300300000","Torrington",270709875,166972243,162.13
"1000","CA","California","1600000US0645400","05201902900000","Manhattan Beach",146068810,131720326,110.89
"1001","OH","Ohio","1600000US3909680","36205250100000","Brunswick",36350463,43186805,84.17
"1002","MO","Missouri","1600000US2979820","26209520200000","Wildwood",4109985,20052278,20.5
"1003","MA","Massachusetts","1600000US2573440","22200920100000","Watertown",145883483,192803112,75.66
"1004","SC","South Carolina","1600000US4530985","41202300300000","Greer",56869762,38933810,146.07
"1005","TX","Texas","1600000US4865516","44210801100000","San Juan",59497450,30408318,195.66
"1006","OH","Ohio","1600000US3956966","36204750300000","North Ridgeville",85441791,75409299,113.3
"1007","UT","Utah","1600000US4972280","45202501500000","Springville",39033130,76227242,51.21
"1008","AZ","Arizona","1600000US0463470","03201460100000","San Luis",69402160,47775341,145.27
"1009","UT","Utah","1600000US4911320","45201100100000","Cedar City",25761820,62656190,41.12
"1010","IL","Illinois","1600000US1753481","14201606400000","Northbrook",253289531,68220096,371.28
"1011","WA","Washington","1600000US5347560","48202900700000","Mount Vernon",36041818,68227207,52.83
"1012","TX","Texas","1600000US4848096","44207000600000","Midlothian",124511646,88772243,140.26
"1013","TX","Texas","1600000US4841440","44210101400000","La Porte",123093152,86243788,142.73
"1014","GA","Georgia","1600000US1384176","11202800500000","Woodstock",39313114,41039000,95.79
"1015","MO","Missouri","1600000US2975220","26209508200000","University City",26108684,36907978,70.74
"1016","NY","New York","1600000US3643335","33203003100000","Long Beach",512706983,99487552,515.35
"1017","AR","Arkansas","1600000US0505290","04206300100000","Benton",991767,41805734,2.37
"1018","CA","California","1600000US0666070","05201952100000","San Dimas",25791167,32638951,79.02
"1019","GA","Georgia","1600000US1338964","11208900100000","Hinesville",53249396,44982131,118.38
"1020","WA","Washington","1600000US5373465","48202720100000","University Place",47328741,28102853,168.41
"1021","TN","Tennessee","1600000US4716920","43207100300000","Cookeville",101510394,119160076,85.19
"1022","OH","Ohio","1600000US3948188","36208300700000","Mason",128816784,98855742,130.31
"1023","MD","Maryland","1600000US2418750","21201700700000","College Park",29208117,20950952,139.41
"1024","TX","Texas","1600000US4819792","44223300100000","Del Rio",118745486,59849437,198.41
"1025","FL","Florida","1600000US1255125","10200670500000","Parkland",9920738,45758361,21.68
"1026","GA","Georgia","1600000US1323900","11204800100000","Douglasville",69427655,56017359,123.94
"1027","IN","Indiana","1600000US1860246","15203200900000","Plainfield",0,0,NA
"1028","CA","California","1600000US0657764","05200770200000","Pleasant Hill",51234126,37242484,137.57
"1029","IL","Illinois","1600000US1756887","14204700500000","Oswego",86112318,39019415,220.69
"1030","KY","Kentucky","1600000US2165226","18207600200000","Richmond",130738899,62155476,210.34
"1031","NC","North Carolina","1600000US3743920","34209000300000","Monroe",174529106,171209256,101.94
"1032","IN","Indiana","1600000US1828386","15202000300000","Goshen",0,131130892,0
"1033","OH","Ohio","1600000US3925914","36202900500000","Fairborn",88163910,54924157,160.52
"1034","TX","Texas","1600000US4819624","44210100400000","Deer Park",118008179,66150774,178.39
"1035","OH","Ohio","1600000US3974944","36207750100000","Stow",72864226,52012984,140.09
"1036","GA","Georgia","1600000US1321380","11215500100000","Dalton",317070226,239116932,132.6
"1037","FL","Florida","1600000US1214125","10200650200000","Cooper City",30646414,55868555,54.85
"1038","MI","Michigan","1600000US2638640","23207000300000","Holland",264641267,172110307,153.76
"1039","OR","Oregon","1600000US4145000","38203600600000","Mcminnville",73787275,52113448,141.59
"1040","MI","Michigan","1600000US2624290","23205000300000","Eastpointe",94361974,52599498,179.4
"1041","OH","Ohio","1600000US3983622","36201805600000","Westlake",139909185,71063725,196.88
"1042","ID","Idaho","1600000US1646540","13203500300000","Lewiston",40650328,65643006,61.93
"1043","IL","Illinois","1600000US1783245","14202250600000","Woodridge",0,36598168,0
"1044","NC","North Carolina","1600000US3725300","34209200300000","Fuquay-Varina",100103829,91380682,109.55
"1045","IN","Indiana","1600000US1878326","15206400900000","Valparaiso",43000757,22812095,188.5
"1046","TX","Texas","1600000US4845072","44200300200000","Lufkin",89203560,68442734,130.33
"1047","AZ","Arizona","1600000US0462140","03201020100000","Sahuarita",62645450,37653706,166.37
"1048","WA","Washington","1600000US5375775","48203600400000","Walla Walla",98923197,92595627,106.83
"1049","AL","Alabama","1600000US0128696","01202800300000","Gadsden",138476429,81083045,170.78
"1050","KS","Kansas","1600000US2039075","17204600600000","Leawood",122831887,64552224,190.28
"1051","NE","Nebraska","1600000US3125055","28201000400000","Kearney",59303678,63136316,93.93
"1052","MN","Minnesota","1600000US2707948","24202700200000","Brooklyn Center",86257099,59684514,144.52
"1053","CA","California","1600000US0646870","05204100700000","Menlo Park",101604495,105270710,96.52
"1054","CO","Colorado","1600000US0824785","06200300300000","Englewood",108573268,99622659,108.98
"1055","UT","Utah","1600000US4916270","45201810100000","Cottonwood Heights",22966638,23463045,97.88
"1056","CA","California","1600000US0604870","05201900600000","Bell",106935278,30589274,349.58
"1057","CA","California","1600000US0644112","05204300700000","Los Gatos",87558224,48039005,182.26
"1058","VA","Virginia","1600000US5161832","47212400100000","Petersburg",102355929,107617055,95.11
"1059","GA","Georgia","1600000US1373256","11201600300000","Statesboro",36953621,49786085,74.22
"1060","WY","Wyoming","1600000US5631855","51200300100000","Gillette",185622934,120283233,154.32
"1061","UT","Utah","1600000US4901310","45202500200000","American Fork",64030505,69485795,92.15
"1062","AL","Alabama","1600000US0100820","01205900100000","Alabaster",81819303,48397321,169.06
"1063","OR","Oregon","1600000US4161200","38200900200000","Redmond",130953238,100232579,130.65
"1064","MA","Massachusetts","1600000US2525172","22201120100000","Franklin",215987177,169253376,127.61
"1065","IL","Illinois","1600000US1729730","14202270200000","Glendale Heights",83033402,54167382,153.29
"1066","CA","California","1600000US0617946","05203040200000","Dana Point",12262990,42569689,28.81
"1067","TX","Texas","1600000US4832312","44201450300000","Harker Heights",63031626,41093757,153.38
"1068","IL","Illinois","1600000US1766703","14204501600000","St. Charles",246749823,130943577,188.44
"1069","MD","Maryland","1600000US2469925","21202300600000","Salisbury",175471884,63769237,275.17
"1070","GA","Georgia","1600000US1343192","11203300300000","Kennesaw",38483951,37229154,103.37
"1071","GA","Georgia","1600000US1312988","11202800200000","Canton",37566798,42835463,87.7
"1072","NY","New York","1600000US3639853","33203690100000","Kiryas Joel",44846641,18510308,242.28
"1073","UT","Utah","1600000US4940360","45200600800000","Kaysville",18399750,49481738,37.18
"1074","WA","Washington","1600000US5317635","48201750300000","Des Moines",22053179,254489624,8.67
"1075","IL","Illinois","1600000US1723256","14201650400000","Elk Grove",278269935,111501838,249.57
"1076","NH","New Hampshire","1600000US3318820","30200900100000","Dover",359321361,142994195,251.28
"1077","AR","Arkansas","1600000US0563800","04206000600000","Sherwood",1159427,35518103,3.26
"1078","CO","Colorado","1600000US0885485","06206202700000","Windsor",31876659,92884401,34.32
"1079","CA","California","1600000US0606308","05201900700000","Beverly Hills",639881959,421291590,151.89
"1080","CA","California","1600000US0630378","05204230100000","Goleta",13820604,38911188,35.52
"1081","AZ","Arizona","1600000US0437620","03200800100000","Kingman",89156080,71261612,125.11
"1082","MI","Michigan","1600000US2606020","23200900200000","Bay City",152683113,93044687,164.1
"1083","NJ","New Jersey","1600000US3425770","31200202100000","Garfield",103182019,82994989,124.32
"1084","MN","Minnesota","1600000US2701486","24200290200000","Andover",51397955,43943556,116.96
"1085","AK","Alaska","1600000US0224230","02200600100000","Fairbanks",26037312,84287270,30.89
"1086","CA","California","1600000US0618996","05203370100000","Desert Hot Springs",49159715,36871599,133.33
"1087","NH","New Hampshire","1600000US3365140","30200900200000","Rochester",216111193,123992046,174.29
"1088","MN","Minnesota","1600000US2758738","24207000700000","Savage",68334816,48014625,142.32
"1089","OH","Ohio","1600000US3956882","36201803500000","North Olmsted",127018587,48677559,260.94
"1090","CO","Colorado","1600000US0884440","06203080200000","Wheat Ridge",26660419,51483537,51.78
"1091","CA","California","1600000US0670742","05202700900000","Seaside",88710555,53102133,167.06
"1092","IL","Illinois","1600000US1755249","14208202000000","O'Fallon",63146131,61940563,101.95
"1093","TX","Texas","1600000US4814920","44209480100000","Cibolo",76062396,42642288,178.37
"1094","AK","Alaska","1600000US0236400","02200800100000","Juneau",313715416,330033499,95.06
"1095","NM","New Mexico","1600000US3512150","32200800200000","Carlsbad",145779818,114594761,127.21
"1096","TX","Texas","1600000US4850256","44217400300000","Nacogdoches",54927624,53893196,101.92
"1097","OH","Ohio","1600000US3948244","36207601300000","Massillon",103359522,49911758,207.08
"1098","UT","Utah","1600000US4974810","45200601400000","Syracuse",19742682,40233723,49.07
"1099","CA","California","1600000US0668294","05200701000000","San Pablo",87237758,61998598,140.71
"1100","NY","New York","1600000US3663418","33203301400000","Rome",223279763,60334501,370.07
"1101","MT","Montana","1600000US3035600","27202500200000","Helena",64294285,71295847,90.18
"1102","IN","Indiana","1600000US1848798","15204600800000","Michigan City",0,103590632,0
"1103","SC","South Carolina","1600000US4500550","41200200100000","Aiken",89811736,67423868,133.2
"1104","CA","California","1600000US0603162","05202400100000","Atwater",127246112,87310385,145.74
"1105","UT","Utah","1600000US4936070","45201830500000","Holladay",10548358,19063114,55.33
"1106","KY","Kentucky","1600000US2127982","18200800100000","Florence",89679142,56322026,159.23
"1107","UT","Utah","1600000US4913850","45200600300000","Clearfield",24334896,33629740,72.36
"1108","TN","Tennessee","1600000US4746380","43200500300000","Maryville",172754202,191474462,90.22
"1109","GA","Georgia","1600000US1324600","11206700400000","Duluth",24251230,32515830,74.58
"1110","CA","California","1600000US0640886","05201951500000","Lawndale",18734802,22864422,81.94
"1111","ME","Maine","1600000US2302795","20201000100000","Bangor",184235016,176090627,104.63
"1112","FL","Florida","1600000US1216335","10200600100000","Dania Beach",64592949,76481708,84.46
"1113","NJ","New Jersey","1600000US3441310","31201302000000","Long Branch",136758288,128474557,106.45
"1114","CA","California","1600000US0643280","05204300500000","Los Altos",58243540,58645665,99.31
"1115","IL","Illinois","1600000US1751349","14204901600000","Mundelein",109136410,46903827,232.68
"1116","CT","Connecticut","1600000US0949880","07200500500000","Naugatuck",372786234,156375113,238.39
"1117","CA","California","1600000US0622300","05204000200000","El Paso De Robles",144080485,84560147,170.39
"1118","WA","Washington","1600000US5362288","48201720100000","Seatac",11690998,71924891,16.25
"1119","NC","North Carolina","1600000US3714700","34206000200000","Cornelius",29529591,37534448,78.67
"1120","WY","Wyoming","1600000US5645050","51200100100000","Laramie",91659711,59903271,153.01
"1121","TN","Tennessee","1600000US4755120","43200150100000","Oak Ridge",208878476,190169783,109.84
"1122","KY","Kentucky","1600000US2124274","18204700100000","Elizabethtown",115432812,62258112,185.41
"1123","CA","California","1600000US0609066","05204100300000","Burlingame",242664160,129239873,187.76
"1124","OK","Oklahoma","1600000US4066800","37206300700000","Shawnee",56838274,48783495,116.51
"1125","CA","California","1600000US0639220","05203020200000","Laguna Hills",12705137,25279018,50.26
"1126","TX","Texas","1600000US4815364","44212600300000","Cleburne",195577731,80015491,244.42
"1127","CA","California","1600000US0640830","05201902500000","La Verne",73035836,59682077,122.37
"1128","OH","Ohio","1600000US3957008","36201803700000","North Royalton",70873440,41082773,172.51
"1129","MI","Michigan","1600000US2641420","23203800500000","Jackson",156060487,65637066,237.76
"1130","NC","North Carolina","1600000US3746340","34202500300000","New Bern",102870047,121868979,84.41
"1131","TX","Texas","1600000US4869032","44222050300000","Southlake",139269265,126217561,110.34
"1132","KY","Kentucky","1600000US2137918","18202400200000","Hopkinsville",131943309,34039114,387.62
"1133","NC","North Carolina","1600000US3725480","34209200400000","Garner",71120725,36506220,194.82
"1134","MO","Missouri","1600000US2903160","26209500200000","Ballwin",11830052,23080449,51.26
